Code,Treatment,Repet,Tree,Date,Sprout,Aphids,Block,TreeCode
B8215,B,08,02,1,5,0,Block_3,B0802
B8216,B,08,02,1,6,0,Block_3,B0802
B8217,B,08,02,1,7,0,Block_3,B0802
B8218,B,08,02,1,8,0,Block_3,B0802
B8219,B,08,02,1,9,0,Block_3,B0802
B82110,B,08,02,1,10,0,Block_3,B0802
B8221,B,08,02,2,1,0,Block_3,B0802
B8222,B,08,02,2,2,0,Block_3,B0802
B8223,B,08,02,2,3,0,Block_3,B0802
B8224,B,08,02,2,4,0,Block_3,B0802
B8225,B,08,02,2,5,0,Block_3,B0802
B8226,B,08,02,2,6,0,Block_3,B0802
B8227,B,08,02,2,7,0,Block_3,B0802
B8228,B,08,02,2,8,0,Block_3,B0802
B8229,B,08,02,2,9,0,Block_3,B0802
B82210,B,08,02,2,10,0,Block_3,B0802
B8231,B,08,02,3,1,0,Block_3,B0802
B8232,B,08,02,3,2,0,Block_3,B0802
B8233,B,08,02,3,3,0,Block_3,B0802
B8234,B,08,02,3,4,0,Block_3,B0802
B8235,B,08,02,3,5,0,Block_3,B0802
B8236,B,08,02,3,6,0,Block_3,B0802
B8237,B,08,02,3,7,0,Block_3,B0802
B8238,B,08,02,3,8,0,Block_3,B0802
B8239,B,08,02,3,9,0,Block_3,B0802
B82310,B,08,02,3,10,0,Block_3,B0802
B9111,B,09,01,1,1,0,Block_3,B0901
B9112,B,09,01,1,2,0,Block_3,B0901
B9113,B,09,01,1,3,0,Block_3,B0901
B9114,B,09,01,1,4,0,Block_3,B0901
B9115,B,09,01,1,5,0,Block_3,B0901
B9116,B,09,01,1,6,0,Block_3,B0901
B9117,B,09,01,1,7,0,Block_3,B0901
B9118,B,09,01,1,8,0,Block_3,B0901
B9119,B,09,01,1,9,0,Block_3,B0901
B91110,B,09,01,1,10,0,Block_3,B0901
B9121,B,09,01,2,1,0,Block_3,B0901
B9122,B,09,01,2,2,0,Block_3,B0901
B9123,B,09,01,2,3,0,Block_3,B0901
B9124,B,09,01,2,4,0,Block_3,B0901
B9125,B,09,01,2,5,0,Block_3,B0901
B9126,B,09,01,2,6,1,Block_3,B0901
B9127,B,09,01,2,7,0,Block_3,B0901
B9128,B,09,01,2,8,0,Block_3,B0901
B9129,B,09,01,2,9,0,Block_3,B0901
B91210,B,09,01,2,10,0,Block_3,B0901
B9131,B,09,01,3,1,0,Block_3,B0901
B9132,B,09,01,3,2,0,Block_3,B0901
B9133,B,09,01,3,3,0,Block_3,B0901
B9134,B,09,01,3,4,0,Block_3,B0901
B9135,B,09,01,3,5,0,Block_3,B0901
B9136,B,09,01,3,6,0,Block_3,B0901
B9137,B,09,01,3,7,0,Block_3,B0901
B9138,B,09,01,3,8,0,Block_3,B0901
B9139,B,09,01,3,9,0,Block_3,B0901
B91310,B,09,01,3,10,0,Block_3,B0901
B9211,B,09,02,1,1,0,Block_3,B0902
B9212,B,09,02,1,2,0,Block_3,B0902
B9213,B,09,02,1,3,0,Block_3,B0902
B9214,B,09,02,1,4,0,Block_3,B0902
B9215,B,09,02,1,5,0,Block_3,B0902
B9216,B,09,02,1,6,0,Block_3,B0902
B9217,B,09,02,1,7,0,Block_3,B0902
B9218,B,09,02,1,8,0,Block_3,B0902
B9219,B,09,02,1,9,0,Block_3,B0902
B92110,B,09,02,1,10,0,Block_3,B0902
B9221,B,09,02,2,1,0,Block_3,B0902
B9222,B,09,02,2,2,0,Block_3,B0902
B9223,B,09,02,2,3,0,Block_3,B0902
B9224,B,09,02,2,4,0,Block_3,B0902
B9225,B,09,02,2,5,0,Block_3,B0902
B9226,B,09,02,2,6,0,Block_3,B0902
B9227,B,09,02,2,7,0,Block_3,B0902
B9228,B,09,02,2,8,0,Block_3,B0902
B9229,B,09,02,2,9,0,Block_3,B0902
B92210,B,09,02,2,10,0,Block_3,B0902
B9231,B,09,02,3,1,0,Block_3,B0902
B9232,B,09,02,3,2,0,Block_3,B0902
B9233,B,09,02,3,3,0,Block_3,B0902
B9234,B,09,02,3,4,0,Block_3,B0902
B9235,B,09,02,3,5,0,Block_3,B0902
B9236,B,09,02,3,6,0,Block_3,B0902
B9237,B,09,02,3,7,0,Block_3,B0902
B9238,B,09,02,3,8,0,Block_3,B0902
B9239,B,09,02,3,9,0,Block_3,B0902
B92310,B,09,02,3,10,0,Block_3,B0902
B10111,B,10,01,1,1,0,Block_3,B1001
B10112,B,10,01,1,2,0,Block_3,B1001
B10113,B,10,01,1,3,0,Block_3,B1001
B10114,B,10,01,1,4,0,Block_3,B1001
B10115,B,10,01,1,5,0,Block_3,B1001
B10116,B,10,01,1,6,0,Block_3,B1001
B10117,B,10,01,1,7,0,Block_3,B1001
B10118,B,10,01,1,8,0,Block_3,B1001
B10119,B,10,01,1,9,0,Block_3,B1001
B101110,B,10,01,1,10,0,Block_3,B1001
B10121,B,10,01,2,1,0,Block_3,B1001
B10122,B,10,01,2,2,0,Block_3,B1001
B10123,B,10,01,2,3,0,Block_3,B1001
B10124,B,10,01,2,4,0,Block_3,B1001
B10125,B,10,01,2,5,0,Block_3,B1001
B10126,B,10,01,2,6,0,Block_3,B1001
B10127,B,10,01,2,7,0,Block_3,B1001
B10128,B,10,01,2,8,0,Block_3,B1001
B10129,B,10,01,2,9,0,Block_3,B1001
B101210,B,10,01,2,10,0,Block_3,B1001
B10131,B,10,01,3,1,0,Block_3,B1001
B10132,B,10,01,3,2,0,Block_3,B1001
B10133,B,10,01,3,3,0,Block_3,B1001
B10134,B,10,01,3,4,0,Block_3,B1001
B10135,B,10,01,3,5,0,Block_3,B1001
B10136,B,10,01,3,6,0,Block_3,B1001
B10137,B,10,01,3,7,0,Block_3,B1001
B10138,B,10,01,3,8,0,Block_3,B1001
B10139,B,10,01,3,9,0,Block_3,B1001
B101310,B,10,01,3,10,0,Block_3,B1001
B10211,B,10,02,1,1,0,Block_3,B1002
B10212,B,10,02,1,2,0,Block_3,B1002
B10213,B,10,02,1,3,0,Block_3,B1002
B10214,B,10,02,1,4,0,Block_3,B1002
B10215,B,10,02,1,5,0,Block_3,B1002
B10216,B,10,02,1,6,0,Block_3,B1002
B10217,B,10,02,1,7,0,Block_3,B1002
B10218,B,10,02,1,8,0,Block_3,B1002
B10219,B,10,02,1,9,0,Block_3,B1002
B102110,B,10,02,1,10,0,Block_3,B1002
B10221,B,10,02,2,1,0,Block_3,B1002
B10222,B,10,02,2,2,0,Block_3,B1002
B10223,B,10,02,2,3,0,Block_3,B1002
B10224,B,10,02,2,4,0,Block_3,B1002
B10225,B,10,02,2,5,0,Block_3,B1002
B10226,B,10,02,2,6,0,Block_3,B1002
B10227,B,10,02,2,7,0,Block_3,B1002
B10228,B,10,02,2,8,0,Block_3,B1002
B10229,B,10,02,2,9,0,Block_3,B1002
B102210,B,10,02,2,10,0,Block_3,B1002
B10231,B,10,02,3,1,0,Block_3,B1002
B10232,B,10,02,3,2,0,Block_3,B1002
B10233,B,10,02,3,3,0,Block_3,B1002
B10234,B,10,02,3,4,0,Block_3,B1002
B10235,B,10,02,3,5,0,Block_3,B1002
B10236,B,10,02,3,6,0,Block_3,B1002
B10237,B,10,02,3,7,0,Block_3,B1002
B10238,B,10,02,3,8,0,Block_3,B1002
B10239,B,10,02,3,9,0,Block_3,B1002
B102310,B,10,02,3,10,0,Block_3,B1002
B11111,B,11,01,1,1,0,Block_3,B1101
B11112,B,11,01,1,2,0,Block_3,B1101
B11113,B,11,01,1,3,0,Block_3,B1101
B11114,B,11,01,1,4,0,Block_3,B1101
B11115,B,11,01,1,5,0,Block_3,B1101
B11116,B,11,01,1,6,0,Block_3,B1101
B11117,B,11,01,1,7,0,Block_3,B1101
B11118,B,11,01,1,8,0,Block_3,B1101
B11119,B,11,01,1,9,0,Block_3,B1101
B111110,B,11,01,1,10,0,Block_3,B1101
B11121,B,11,01,2,1,0,Block_3,B1101
B11122,B,11,01,2,2,0,Block_3,B1101
B11123,B,11,01,2,3,0,Block_3,B1101
B11124,B,11,01,2,4,0,Block_3,B1101
B11125,B,11,01,2,5,0,Block_3,B1101
B11126,B,11,01,2,6,0,Block_3,B1101
B11127,B,11,01,2,7,0,Block_3,B1101
B11128,B,11,01,2,8,0,Block_3,B1101
B11129,B,11,01,2,9,0,Block_3,B1101
B111210,B,11,01,2,10,0,Block_3,B1101
B11131,B,11,01,3,1,0,Block_3,B1101
B11132,B,11,01,3,2,0,Block_3,B1101
B11133,B,11,01,3,3,0,Block_3,B1101
B11134,B,11,01,3,4,0,Block_3,B1101
B11135,B,11,01,3,5,0,Block_3,B1101
B11136,B,11,01,3,6,0,Block_3,B1101
B11137,B,11,01,3,7,0,Block_3,B1101
B11138,B,11,01,3,8,0,Block_3,B1101
B11139,B,11,01,3,9,0,Block_3,B1101
B111310,B,11,01,3,10,0,Block_3,B1101
B11211,B,11,02,1,1,0,Block_3,B1102
B11212,B,11,02,1,2,0,Block_3,B1102
B11213,B,11,02,1,3,0,Block_3,B1102
B11214,B,11,02,1,4,0,Block_3,B1102
B11215,B,11,02,1,5,0,Block_3,B1102
B11216,B,11,02,1,6,0,Block_3,B1102
B11217,B,11,02,1,7,0,Block_3,B1102
B11218,B,11,02,1,8,0,Block_3,B1102
B11219,B,11,02,1,9,0,Block_3,B1102
B112110,B,11,02,1,10,0,Block_3,B1102
B11221,B,11,02,2,1,0,Block_3,B1102
B11222,B,11,02,2,2,0,Block_3,B1102
B11223,B,11,02,2,3,0,Block_3,B1102
B11224,B,11,02,2,4,0,Block_3,B1102
B11225,B,11,02,2,5,0,Block_3,B1102
B11226,B,11,02,2,6,0,Block_3,B1102
B11227,B,11,02,2,7,0,Block_3,B1102
B11228,B,11,02,2,8,0,Block_3,B1102
B11229,B,11,02,2,9,0,Block_3,B1102
B112210,B,11,02,2,10,0,Block_3,B1102
B11231,B,11,02,3,1,0,Block_3,B1102
B11232,B,11,02,3,2,0,Block_3,B1102
B11233,B,11,02,3,3,0,Block_3,B1102
B11234,B,11,02,3,4,0,Block_3,B1102
B11235,B,11,02,3,5,0,Block_3,B1102
B11236,B,11,02,3,6,0,Block_3,B1102
B11237,B,11,02,3,7,0,Block_3,B1102
B11238,B,11,02,3,8,0,Block_3,B1102
B11239,B,11,02,3,9,0,Block_3,B1102
B112310,B,11,02,3,10,0,Block_3,B1102
C1111,C,01,01,1,1,1,Block_1,C0101
C1112,C,01,01,1,2,0,Block_1,C0101
C1113,C,01,01,1,3,1,Block_1,C0101
C1114,C,01,01,1,4,0,Block_1,C0101
C1115,C,01,01,1,5,0,Block_1,C0101
C1116,C,01,01,1,6,0,Block_1,C0101
C1117,C,01,01,1,7,0,Block_1,C0101
C1118,C,01,01,1,8,0,Block_1,C0101
C1119,C,01,01,1,9,1,Block_1,C0101
C11110,C,01,01,1,10,0,Block_1,C0101
C1121,C,01,01,2,1,1,Block_1,C0101
C1122,C,01,01,2,2,1,Block_1,C0101
C1123,C,01,01,2,3,0,Block_1,C0101
C1124,C,01,01,2,4,1,Block_1,C0101
C1125,C,01,01,2,5,0,Block_1,C0101
C1126,C,01,01,2,6,1,Block_1,C0101
C1127,C,01,01,2,7,1,Block_1,C0101
C1128,C,01,01,2,8,0,Block_1,C0101
C1129,C,01,01,2,9,0,Block_1,C0101
C11210,C,01,01,2,10,1,Block_1,C0101
C1131,C,01,01,3,1,0,Block_1,C0101
C1132,C,01,01,3,2,0,Block_1,C0101
C1133,C,01,01,3,3,0,Block_1,C0101
C1134,C,01,01,3,4,1,Block_1,C0101
C1135,C,01,01,3,5,0,Block_1,C0101
C1136,C,01,01,3,6,0,Block_1,C0101
C1137,C,01,01,3,7,1,Block_1,C0101
C1138,C,01,01,3,8,1,Block_1,C0101
C1139,C,01,01,3,9,0,Block_1,C0101
C11310,C,01,01,3,10,0,Block_1,C0101
C1211,C,01,02,1,1,0,Block_1,C0102
C1212,C,01,02,1,2,0,Block_1,C0102
C1213,C,01,02,1,3,0,Block_1,C0102
C1214,C,01,02,1,4,0,Block_1,C0102
C1215,C,01,02,1,5,1,Block_1,C0102
C1216,C,01,02,1,6,0,Block_1,C0102
C1217,C,01,02,1,7,0,Block_1,C0102
C1218,C,01,02,1,8,1,Block_1,C0102
C1219,C,01,02,1,9,1,Block_1,C0102
C12110,C,01,02,1,10,0,Block_1,C0102
C1221,C,01,02,2,1,0,Block_1,C0102
C1222,C,01,02,2,2,0,Block_1,C0102
C1223,C,01,02,2,3,1,Block_1,C0102
C1224,C,01,02,2,4,0,Block_1,C0102
C1225,C,01,02,2,5,0,Block_1,C0102
C1226,C,01,02,2,6,0,Block_1,C0102
C1227,C,01,02,2,7,0,Block_1,C0102
C1228,C,01,02,2,8,0,Block_1,C0102
C1229,C,01,02,2,9,0,Block_1,C0102
C12210,C,01,02,2,10,0,Block_1,C0102
C1231,C,01,02,3,1,0,Block_1,C0102
C1232,C,01,02,3,2,0,Block_1,C0102
C1233,C,01,02,3,3,0,Block_1,C0102
C1234,C,01,02,3,4,0,Block_1,C0102
C1235,C,01,02,3,5,0,Block_1,C0102
C1236,C,01,02,3,6,1,Block_1,C0102
C1237,C,01,02,3,7,0,Block_1,C0102
C1238,C,01,02,3,8,0,Block_1,C0102
C1239,C,01,02,3,9,1,Block_1,C0102
C12310,C,01,02,3,10,0,Block_1,C0102
C2111,C,02,01,1,1,1,Block_1,C0201
C2112,C,02,01,1,2,1,Block_1,C0201
C2113,C,02,01,1,3,0,Block_1,C0201
C2114,C,02,01,1,4,1,Block_1,C0201
C2115,C,02,01,1,5,1,Block_1,C0201
C2116,C,02,01,1,6,1,Block_1,C0201
C2117,C,02,01,1,7,0,Block_1,C0201
C2118,C,02,01,1,8,0,Block_1,C0201
C2119,C,02,01,1,9,0,Block_1,C0201
C21110,C,02,01,1,10,0,Block_1,C0201
C2121,C,02,01,2,1,0,Block_1,C0201
C2122,C,02,01,2,2,1,Block_1,C0201
C2123,C,02,01,2,3,0,Block_1,C0201
C2124,C,02,01,2,4,0,Block_1,C0201
C2125,C,02,01,2,5,0,Block_1,C0201
C2126,C,02,01,2,6,0,Block_1,C0201
C2127,C,02,01,2,7,0,Block_1,C0201
C2128,C,02,01,2,8,1,Block_1,C0201
C2129,C,02,01,2,9,1,Block_1,C0201
C21210,C,02,01,2,10,0,Block_1,C0201
C2131,C,02,01,3,1,0,Block_1,C0201
C2132,C,02,01,3,2,0,Block_1,C0201
C2133,C,02,01,3,3,1,Block_1,C0201
C2134,C,02,01,3,4,0,Block_1,C0201
C2135,C,02,01,3,5,1,Block_1,C0201
C2136,C,02,01,3,6,1,Block_1,C0201
C2137,C,02,01,3,7,1,Block_1,C0201
C2138,C,02,01,3,8,0,Block_1,C0201
C2139,C,02,01,3,9,0,Block_1,C0201
C21310,C,02,01,3,10,0,Block_1,C0201
C2211,C,02,02,1,1,0,Block_1,C0202
C2212,C,02,02,1,2,0,Block_1,C0202
C2213,C,02,02,1,3,0,Block_1,C0202
C2214,C,02,02,1,4,1,Block_1,C0202
C2215,C,02,02,1,5,0,Block_1,C0202
C2216,C,02,02,1,6,0,Block_1,C0202
C2217,C,02,02,1,7,0,Block_1,C0202
C2218,C,02,02,1,8,0,Block_1,C0202
C2219,C,02,02,1,9,1,Block_1,C0202
C22110,C,02,02,1,10,0,Block_1,C0202
C2221,C,02,02,2,1,0,Block_1,C0202
C2222,C,02,02,2,2,0,Block_1,C0202
C2223,C,02,02,2,3,0,Block_1,C0202
C2224,C,02,02,2,4,0,Block_1,C0202
C2225,C,02,02,2,5,0,Block_1,C0202
C2226,C,02,02,2,6,0,Block_1,C0202
C2227,C,02,02,2,7,0,Block_1,C0202
C2228,C,02,02,2,8,0,Block_1,C0202
C2229,C,02,02,2,9,0,Block_1,C0202
C22210,C,02,02,2,10,0,Block_1,C0202
C2231,C,02,02,3,1,0,Block_1,C0202
C2232,C,02,02,3,2,0,Block_1,C0202
C2233,C,02,02,3,3,0,Block_1,C0202
C2234,C,02,02,3,4,0,Block_1,C0202
C2235,C,02,02,3,5,0,Block_1,C0202
C2236,C,02,02,3,6,1,Block_1,C0202
C2237,C,02,02,3,7,0,Block_1,C0202
C2238,C,02,02,3,8,0,Block_1,C0202
C2239,C,02,02,3,9,0,Block_1,C0202
C22310,C,02,02,3,10,1,Block_1,C0202
C3111,C,03,01,1,1,0,Block_1,C0301
C3112,C,03,01,1,2,0,Block_1,C0301
C3113,C,03,01,1,3,0,Block_1,C0301
C3114,C,03,01,1,4,0,Block_1,C0301
C3115,C,03,01,1,5,0,Block_1,C0301
C3116,C,03,01,1,6,0,Block_1,C0301
C3117,C,03,01,1,7,0,Block_1,C0301
C3118,C,03,01,1,8,0,Block_1,C0301
C3119,C,03,01,1,9,0,Block_1,C0301
C31110,C,03,01,1,10,0,Block_1,C0301
C3121,C,03,01,2,1,0,Block_1,C0301
C3122,C,03,01,2,2,0,Block_1,C0301
C3123,C,03,01,2,3,0,Block_1,C0301
C3124,C,03,01,2,4,0,Block_1,C0301
C3125,C,03,01,2,5,0,Block_1,C0301
C3126,C,03,01,2,6,0,Block_1,C0301
C3127,C,03,01,2,7,0,Block_1,C0301
C3128,C,03,01,2,8,1,Block_1,C0301
C3129,C,03,01,2,9,0,Block_1,C0301
C31210,C,03,01,2,10,0,Block_1,C0301
C3131,C,03,01,3,1,0,Block_1,C0301
C3132,C,03,01,3,2,0,Block_1,C0301
C3133,C,03,01,3,3,0,Block_1,C0301
C3134,C,03,01,3,4,0,Block_1,C0301
C3135,C,03,01,3,5,0,Block_1,C0301
C3136,C,03,01,3,6,0,Block_1,C0301
C3137,C,03,01,3,7,0,Block_1,C0301
C3138,C,03,01,3,8,0,Block_1,C0301
C3139,C,03,01,3,9,0,Block_1,C0301
C31310,C,03,01,3,10,0,Block_1,C0301
C3211,C,03,02,1,1,0,Block_1,C0302
C3212,C,03,02,1,2,0,Block_1,C0302
C3213,C,03,02,1,3,0,Block_1,C0302
C3214,C,03,02,1,4,0,Block_1,C0302
C3215,C,03,02,1,5,1,Block_1,C0302
C3216,C,03,02,1,6,0,Block_1,C0302
C3217,C,03,02,1,7,0,Block_1,C0302
C3218,C,03,02,1,8,0,Block_1,C0302
C3219,C,03,02,1,9,0,Block_1,C0302
C32110,C,03,02,1,10,0,Block_1,C0302
C3221,C,03,02,2,1,0,Block_1,C0302
C3222,C,03,02,2,2,0,Block_1,C0302
C3223,C,03,02,2,3,0,Block_1,C0302
C3224,C,03,02,2,4,0,Block_1,C0302
C3225,C,03,02,2,5,0,Block_1,C0302
C3226,C,03,02,2,6,0,Block_1,C0302
C3227,C,03,02,2,7,0,Block_1,C0302
C3228,C,03,02,2,8,0,Block_1,C0302
C3229,C,03,02,2,9,0,Block_1,C0302
C32210,C,03,02,2,10,0,Block_1,C0302
C3231,C,03,02,3,1,0,Block_1,C0302
C3232,C,03,02,3,2,0,Block_1,C0302
C3233,C,03,02,3,3,0,Block_1,C0302
C3234,C,03,02,3,4,0,Block_1,C0302
C3235,C,03,02,3,5,0,Block_1,C0302
C3236,C,03,02,3,6,0,Block_1,C0302
C3237,C,03,02,3,7,0,Block_1,C0302
C3238,C,03,02,3,8,0,Block_1,C0302
C3239,C,03,02,3,9,0,Block_1,C0302
C32310,C,03,02,3,10,0,Block_1,C0302
C4111,C,04,01,1,1,0,Block_2,C0401
C4112,C,04,01,1,2,0,Block_2,C0401
C4113,C,04,01,1,3,1,Block_2,C0401
C4114,C,04,01,1,4,0,Block_2,C0401
C4115,C,04,01,1,5,0,Block_2,C0401
C4116,C,04,01,1,6,1,Block_2,C0401
C4117,C,04,01,1,7,0,Block_2,C0401
C4118,C,04,01,1,8,0,Block_2,C0401
C4119,C,04,01,1,9,0,Block_2,C0401
C41110,C,04,01,1,10,0,Block_2,C0401
C4121,C,04,01,2,1,1,Block_2,C0401
C4122,C,04,01,2,2,1,Block_2,C0401
C4123,C,04,01,2,3,0,Block_2,C0401
C4124,C,04,01,2,4,0,Block_2,C0401
C4125,C,04,01,2,5,1,Block_2,C0401
C4126,C,04,01,2,6,1,Block_2,C0401
C4127,C,04,01,2,7,1,Block_2,C0401
C4128,C,04,01,2,8,0,Block_2,C0401
C4129,C,04,01,2,9,0,Block_2,C0401
C41210,C,04,01,2,10,1,Block_2,C0401
C4131,C,04,01,3,1,1,Block_2,C0401
C4132,C,04,01,3,2,0,Block_2,C0401
C4133,C,04,01,3,3,1,Block_2,C0401
C4134,C,04,01,3,4,1,Block_2,C0401
C4135,C,04,01,3,5,1,Block_2,C0401
C4136,C,04,01,3,6,0,Block_2,C0401
C4137,C,04,01,3,7,0,Block_2,C0401
C4138,C,04,01,3,8,1,Block_2,C0401
C4139,C,04,01,3,9,1,Block_2,C0401
C41310,C,04,01,3,10,0,Block_2,C0401
C4211,C,04,02,1,1,0,Block_2,C0402
C4212,C,04,02,1,2,0,Block_2,C0402
C4213,C,04,02,1,3,1,Block_2,C0402
C4214,C,04,02,1,4,1,Block_2,C0402
C4215,C,04,02,1,5,0,Block_2,C0402
C4216,C,04,02,1,6,1,Block_2,C0402
C4217,C,04,02,1,7,0,Block_2,C0402
C4218,C,04,02,1,8,0,Block_2,C0402
C4219,C,04,02,1,9,1,Block_2,C0402
C42110,C,04,02,1,10,0,Block_2,C0402
C4221,C,04,02,2,1,0,Block_2,C0402
C4222,C,04,02,2,2,0,Block_2,C0402
C4223,C,04,02,2,3,1,Block_2,C0402
C4224,C,04,02,2,4,0,Block_2,C0402
C4225,C,04,02,2,5,0,Block_2,C0402
C4226,C,04,02,2,6,1,Block_2,C0402
C4227,C,04,02,2,7,0,Block_2,C0402
C4228,C,04,02,2,8,0,Block_2,C0402
C4229,C,04,02,2,9,1,Block_2,C0402
C42210,C,04,02,2,10,0,Block_2,C0402
C4231,C,04,02,3,1,1,Block_2,C0402
C4232,C,04,02,3,2,1,Block_2,C0402
C4233,C,04,02,3,3,1,Block_2,C0402
C4234,C,04,02,3,4,0,Block_2,C0402
C4235,C,04,02,3,5,1,Block_2,C0402
C4236,C,04,02,3,6,1,Block_2,C0402
C4237,C,04,02,3,7,1,Block_2,C0402
C4238,C,04,02,3,8,1,Block_2,C0402
C4239,C,04,02,3,9,1,Block_2,C0402
C42310,C,04,02,3,10,1,Block_2,C0402
C5111,C,05,01,1,1,0,Block_2,C0501
C5112,C,05,01,1,2,0,Block_2,C0501
C5113,C,05,01,1,3,0,Block_2,C0501
C5114,C,05,01,1,4,1,Block_2,C0501
C5115,C,05,01,1,5,0,Block_2,C0501
C5116,C,05,01,1,6,0,Block_2,C0501
C5117,C,05,01,1,7,0,Block_2,C0501
C5118,C,05,01,1,8,0,Block_2,C0501
C5119,C,05,01,1,9,1,Block_2,C0501
C51110,C,05,01,1,10,1,Block_2,C0501
C5121,C,05,01,2,1,1,Block_2,C0501
C5122,C,05,01,2,2,1,Block_2,C0501
C5123,C,05,01,2,3,0,Block_2,C0501
C5124,C,05,01,2,4,0,Block_2,C0501
C5125,C,05,01,2,5,0,Block_2,C0501
C5126,C,05,01,2,6,0,Block_2,C0501
C5127,C,05,01,2,7,0,Block_2,C0501
C5128,C,05,01,2,8,1,Block_2,C0501
C5129,C,05,01,2,9,1,Block_2,C0501
C51210,C,05,01,2,10,0,Block_2,C0501
C5131,C,05,01,3,1,0,Block_2,C0501
C5132,C,05,01,3,2,0,Block_2,C0501
C5133,C,05,01,3,3,1,Block_2,C0501
C5134,C,05,01,3,4,0,Block_2,C0501
C5135,C,05,01,3,5,0,Block_2,C0501
C5136,C,05,01,3,6,1,Block_2,C0501
C5137,C,05,01,3,7,1,Block_2,C0501
C5138,C,05,01,3,8,0,Block_2,C0501
C5139,C,05,01,3,9,0,Block_2,C0501
C51310,C,05,01,3,10,0,Block_2,C0501
C5211,C,05,02,1,1,0,Block_2,C0502
C5212,C,05,02,1,2,0,Block_2,C0502
C5213,C,05,02,1,3,1,Block_2,C0502
C5214,C,05,02,1,4,0,Block_2,C0502
C5215,C,05,02,1,5,0,Block_2,C0502
C5216,C,05,02,1,6,1,Block_2,C0502
C5217,C,05,02,1,7,1,Block_2,C0502
C5218,C,05,02,1,8,0,Block_2,C0502
C5219,C,05,02,1,9,0,Block_2,C0502
C52110,C,05,02,1,10,1,Block_2,C0502
C5221,C,05,02,2,1,1,Block_2,C0502
C5222,C,05,02,2,2,1,Block_2,C0502
C5223,C,05,02,2,3,1,Block_2,C0502
C5224,C,05,02,2,4,0,Block_2,C0502
C5225,C,05,02,2,5,0,Block_2,C0502
C5226,C,05,02,2,6,0,Block_2,C0502
C5227,C,05,02,2,7,0,Block_2,C0502
C5228,C,05,02,2,8,0,Block_2,C0502
C5229,C,05,02,2,9,0,Block_2,C0502
C52210,C,05,02,2,10,1,Block_2,C0502
C5231,C,05,02,3,1,1,Block_2,C0502
C5232,C,05,02,3,2,1,Block_2,C0502
C5233,C,05,02,3,3,0,Block_2,C0502
C5234,C,05,02,3,4,0,Block_2,C0502
C5235,C,05,02,3,5,1,Block_2,C0502
C5236,C,05,02,3,6,1,Block_2,C0502
C5237,C,05,02,3,7,1,Block_2,C0502
C5238,C,05,02,3,8,0,Block_2,C0502
C5239,C,05,02,3,9,1,Block_2,C0502
C52310,C,05,02,3,10,1,Block_2,C0502
C6111,C,06,01,1,1,1,Block_2,C0601
C6112,C,06,01,1,2,0,Block_2,C0601
C6113,C,06,01,1,3,0,Block_2,C0601
C6114,C,06,01,1,4,1,Block_2,C0601
C6115,C,06,01,1,5,1,Block_2,C0601
C6116,C,06,01,1,6,1,Block_2,C0601
C6117,C,06,01,1,7,1,Block_2,C0601
C6118,C,06,01,1,8,0,Block_2,C0601
C6119,C,06,01,1,9,0,Block_2,C0601
C61110,C,06,01,1,10,0,Block_2,C0601
C6121,C,06,01,2,1,1,Block_2,C0601
C6122,C,06,01,2,2,0,Block_2,C0601
C6123,C,06,01,2,3,0,Block_2,C0601
C6124,C,06,01,2,4,0,Block_2,C0601
C6125,C,06,01,2,5,0,Block_2,C0601
C6126,C,06,01,2,6,0,Block_2,C0601
C6127,C,06,01,2,7,1,Block_2,C0601
C6128,C,06,01,2,8,0,Block_2,C0601
C6129,C,06,01,2,9,0,Block_2,C0601
C61210,C,06,01,2,10,0,Block_2,C0601
C6131,C,06,01,3,1,0,Block_2,C0601
C6132,C,06,01,3,2,0,Block_2,C0601
C6133,C,06,01,3,3,0,Block_2,C0601
C6134,C,06,01,3,4,0,Block_2,C0601
C6135,C,06,01,3,5,0,Block_2,C0601
C6136,C,06,01,3,6,0,Block_2,C0601
C6137,C,06,01,3,7,0,Block_2,C0601
C6138,C,06,01,3,8,1,Block_2,C0601
C6139,C,06,01,3,9,1,Block_2,C0601
C61310,C,06,01,3,10,1,Block_2,C0601
C6211,C,06,02,1,1,1,Block_2,C0602
C6212,C,06,02,1,2,1,Block_2,C0602
C6213,C,06,02,1,3,1,Block_2,C0602
C6214,C,06,02,1,4,0,Block_2,C0602
C6215,C,06,02,1,5,0,Block_2,C0602
C6216,C,06,02,1,6,0,Block_2,C0602
C6217,C,06,02,1,7,0,Block_2,C0602
C6218,C,06,02,1,8,0,Block_2,C0602
C6219,C,06,02,1,9,0,Block_2,C0602
C62110,C,06,02,1,10,0,Block_2,C0602
C6221,C,06,02,2,1,0,Block_2,C0602
C6222,C,06,02,2,2,0,Block_2,C0602
C6223,C,06,02,2,3,1,Block_2,C0602
C6224,C,06,02,2,4,0,Block_2,C0602
C6225,C,06,02,2,5,0,Block_2,C0602
C6226,C,06,02,2,6,0,Block_2,C0602
C6227,C,06,02,2,7,1,Block_2,C0602
C6228,C,06,02,2,8,0,Block_2,C0602
C6229,C,06,02,2,9,1,Block_2,C0602
C62210,C,06,02,2,10,0,Block_2,C0602
C6231,C,06,02,3,1,0,Block_2,C0602
C6232,C,06,02,3,2,0,Block_2,C0602
